event,sex,rank,time_s,wind,name,country,birthdate,place,location,date,age
100m,male,989,10,-0.8,Mike Rodgers,USA,1985-04-24,1rA,Saint-Denis,2014-07-05,10664
100m,male,989,10,1.6,Trentavis Friday,USA,1995-06-05,1h1,Eugene,2014-07-05,6970
100m,male,989,10,1,Nesta Carter,JAM,1985-11-10,3,London,2014-07-20,10479
100m,male,989,10,-0.5,Kemar Bailey-Cole,JAM,1992-01-10,1s3,Glasgow,2014-07-28,8235
100m,male,989,10,0,Kemar Bailey-Cole,JAM,1992-01-10,1,Glasgow,2014-07-28,8235
100m,male,989,10,0,Justin Gatlin,USA,1982-02-10,1rA,Amsterdam,2014-08-22,11881
100m,male,989,10,0.6,James Dasaolu,GBR,1987-09-05,5,Bruxelles,2014-09-05,9862
100m,male,989,10,1,Adam Gemili,GBR,1993-10-06,2h2,Birmingham,2015-06-07,7914
100m,male,989,10,2,Nesta Carter,JAM,1985-11-10,4,Birmingham,2015-06-07,10801
100m,male,989,10,0,Isiah Young,USA,1990-01-05,4,Eugene,2015-06-26,9303
100m,male,989,10,0.3,Akani Simbine,RSA,1993-09-21,1s2,Gwangju,2015-07-09,7961
100m,male,989,10,0.9,Femi Ogunode,QAT,1991-01-31,3s2,Beijing,2015-08-23,8970
100m,male,989,10,-0.5,Tyson Gay,USA,1982-08-09,6,Beijing,2015-08-23,12067
100m,male,989,10,-0.5,Asafa Powell,JAM,1982-11-23,7,Beijing,2015-08-23,11961
100m,male,989,10,-0.5,Jimmy Vicaut,FRA,1992-02-27,8,Beijing,2015-08-23,8578
100m,male,989,10,-0.1,Femi Ogunode,QAT,1991-01-31,1,Rovereto,2015-09-08,8986
100m,male,989,10,1,Kemar Bailey-Cole,JAM,1992-01-10,5rA,Kingston,2016-06-11,8919
100m,male,989,10,1.9,John Teeters,USA,1993-05-19,1h5,Eugene,2016-07-02,8445
100m,male,989,10,1.6,Mike Rodgers,USA,1985-04-24,4,Eugene,2016-07-03,11393
100m,male,989,10,1.8,Joel Fearon,GBR,1988-10-11,1,Manchester,2016-08-17,10172
100m,male,989,10,-0.1,Akani Simbine,RSA,1993-09-21,2,Saint-Denis,2016-08-27,8376
100m,male,989,10,2,Jaylen Bacon,USA,1996-08-05,1,Arlington,2017-05-14,7587
100m,male,989,10,1.3,Kyree King,USA,1994-07-09,2h1,Eugene,2017-06-07,8369
100m,male,989,10,0.6,Akani Simbine,RSA,1993-09-21,2rB,Kingston,2017-06-10,8663
100m,male,989,10,1.2,Justin Gatlin,USA,1982-02-10,1h4,Sacramento,2017-06-22,12916
100m,male,989,10,1.2,Mike Rodgers,USA,1985-04-24,2h4,Sacramento,2017-06-22,11747
100m,male,989,10,0.5,Yohan Blake,JAM,1989-12-26,1s1,Kingston,2017-06-23,10041
100m,male,989,10,0.2,Isiah Young,USA,1990-01-05,4,Lausanne,2017-07-06,10044
100m,male,989,10,2,Yunier Pérez,CUB,1985-02-16,1h1,Madrid,2017-07-14,11836
100m,male,989,10,2,Ronnie Baker,USA,1993-10-15,1rA,Kingston,2018-05-19,8982
100m,male,989,10,1.6,Jimmy Vicaut,FRA,1992-02-27,1r1,Grenoble,2018-05-20,9579
100m,male,989,10,0.4,Yohan Blake,JAM,1989-12-26,3,Kingston,2018-06-09,10392
100m,male,989,10,1.9,Ronnie Baker,USA,1993-10-15,1h1,Des Moines,2018-06-21,9015
100m,male,989,10,1.2,Cameron Burrell,USA,1994-09-11,2s1,Des Moines,2018-06-22,8685
100m,male,989,10,1.1,Kendal Williams,USA,1995-09-23,3,Des Moines,2018-06-22,8308
100m,male,989,10,1.1,Isiah Young,USA,1990-01-05,4,Des Moines,2018-06-22,10395
100m,male,989,10,0.5,Cejhae Greene,ANT,1995-10-06,1s2,Barranquilla,2018-07-29,8332
100m,male,989,10,0.8,Tosin Ogunode,QAT,1994-03-02,2,Jakarta,2018-08-26,8943
100m,male,989,10,0.8,Ryota Yamagata,JPN,1992-06-10,3,Jakarta,2018-08-26,9573
100m,male,989,10,1.7,Justin Gatlin,USA,1982-02-10,1,Osaka,2019-05-19,13612
100m,male,989,10,1.3,Mike Rodgers,USA,1985-04-24,1,Turku,2019-06-11,12466
100m,male,989,10,0.4,Tyquendo Tracey,JAM,1993-06-10,2rA,Kingston,2019-06-21,9507
100m,male,989,10,0,Mike Rodgers,USA,1985-04-24,2rA,Bellinzona,2019-09-01,12548
100m,male,1132,10.01,0.9,Pietro Mennea,ITA,1952-06-28,1r1,Ciudad de México,1979-09-04,9929
100m,male,1132,10.01,1.8,Leroy Burrell,USA,1967-02-21,1s2,Durham,1990-06-01,8501
100m,male,1132,10.01,1.9,Bode Osagiobare,NGR,1970-12-01,2r1,El Paso,1994-04-16,8537
100m,male,1132,10.01,2,Andre Cason,USA,1969-01-20,1,San José,1994-05-28,9259
100m,male,1132,10.01,0.2,Linford Christie,GBR,1960-04-02,1h2,Linz,1994-07-04,12511
100m,male,1132,10.01,1,Jon Drummond,USA,1968-09-09,2r2,Berlin,1994-08-30,9486
100m,male,1132,10.01,0.6,Jeff Laynes,USA,1970-10-03,1,Tempe,1996-04-06,9317
100m,male,1132,10.01,0.6,Leroy Burrell,USA,1967-02-21,2q1,Atlanta,1996-06-14,10706
100m,male,1132,10.01,0.6,Davidson Ezinwa,NGR,1971-11-22,1,Linz,1996-08-21,9039
100m,male,1132,10.01,0.8,Kareem Streete-Thompson,USA,1973-03-30,1rB,Lausanne,1997-07-02,8860
100m,male,1132,10.01,0.6,Maurice Greene,USA,1974-07-23,2rA,Stockholm,1997-07-07,8385
100m,male,1132,10.01,-0.7,Tim Montgomery,USA,1975-01-28,2,Köln,1997-08-24,8244
100m,male,1132,10.01,-0.1,Ato Boldon,TTO,1973-12-30,1h2,Athínai,1998-06-17,8935
100m,male,1132,10.01,0.2,Francis Obikwelu,NGR,1978-11-22,3,Oslo,1998-07-09,7169
100m,male,1132,10.01,-0.3,Jon Drummond,USA,1968-09-09,2,Bruxelles,1998-08-28,10945
100m,male,1132,10.01,1.9,Tim Montgomery,USA,1975-01-28,1,Mito,1999-05-05,8863
100m,male,1132,10.01,0,Francis Obikwelu,NGR,1978-11-22,2,Johannesburg,1999-09-15,7602
100m,male,1132,10.01,0.2,Michael Marsh,USA,1967-08-04,1,Raleigh,2000-06-17,12006
100m,male,1132,10.01,0.5,Francis Obikwelu,NGR,1978-11-22,1h2,Athínai,2000-06-28,7889
100m,male,1132,10.01,-1.7,Maurice Greene,USA,1974-07-23,1,Sacramento,2000-07-15,9489
100m,male,1132,10.01,0.4,Ato Boldon,TTO,1973-12-30,1,Stockholm,2000-08-01,9711
100m,male,1132,10.01,0.4,Obadele Thompson,BAR,1976-03-30,2,Stockholm,2000-08-01,8890
100m,male,1132,10.01,-0.1,Maurice Greene,USA,1974-07-23,1,Monaco,2000-08-18,9523
100m,male,1132,10.01,-0.2,Tim Montgomery,USA,1975-01-28,3r1,Berlin,2000-09-01,9348
100m,male,1132,10.01,0.6,Dwain Chambers,GBR,1978-04-05,1,Sevilla,2001-06-08,8465
100m,male,1132,10.01,0.5,Maurice Greene,USA,1974-07-23,1rA,Roma,2001-06-29,9838
100m,male,1132,10.01,1.7,Dwain Chambers,GBR,1978-04-05,1,Birmingham,2001-07-14,8501
100m,male,1132,10.01,-1.2,Maurice Greene,USA,1974-07-23,1s1,Edmonton,2001-08-05,9875
100m,male,1132,10.01,0.3,Francis Obikwelu,POR,1978-11-22,1,Bruxelles,2002-08-30,8682
100m,male,1132,10.01,0.3,Kim Collins,SKN,1976-04-05,2,Bruxelles,2002-08-30,9643
100m,male,1132,10.01,0,Darrel Brown,TTO,1984-10-11,1q3,Saint-Denis,2003-08-24,6891
100m,male,1132,10.01,-0.4,John Capel,USA,1978-11-27,1q2,Sacramento,2004-07-10,9357
100m,male,1132,10.01,0.8,Leonard Scott,USA,1980-01-19,3s2,Sacramento,2004-07-11,8940
100m,male,1132,10.01,1.9,Maurice Greene,USA,1974-07-23,1s3,Carson,2005-06-25,11295
100m,male,1132,10.01,0.5,Justin Gatlin,USA,1982-02-10,1h2,London,2005-07-22,8563
100m,male,1132,10.01,1.1,Kim Collins,SKN,1976-04-05,1,Sheffield,2005-08-21,10730
100m,male,1132,10.01,0.6,Dwight Thomas,JAM,1980-09-23,1rA,Berlin,2005-09-04,9112
100m,male,1132,10.01,-0.6,Abdul Aziz Zakari,GHA,1976-09-02,2,Monaco,2005-09-10,10600
100m,male,1132,10.01,-0.6,Dwight Thomas,JAM,1980-09-23,3,Monaco,2005-09-10,9118
100m,male,1132,10.01,-0.4,Justin Gatlin,USA,1982-02-10,1,Shanghai,2005-09-17,8620
100m,male,1132,10.01,1.5,Marcus Brunson,USA,1978-04-24,1,Carson,2006-05-21,10254
100m,male,1132,10.01,1.6,Shawn Crawford,USA,1978-01-14,1h2,Oslo,2006-06-02,10366
100m,male,1132,10.01,-0.6,Leonard Scott,USA,1980-01-19,2,London,2006-07-28,9687
100m,male,1132,10.01,0,Jason Smoots,USA,1980-07-13,1,Rieti,2006-08-27,9541
100m,male,1132,10.01,1.3,Joshua J. Johnson,USA,1976-05-10,1h1,Zaragoza,2007-07-28,11401
100m,male,1132,10.01,1.8,Mickey Grimes,USA,1976-10-10,1h2,Zaragoza,2007-07-28,11248
100m,male,1132,10.01,0.8,Asafa Powell,JAM,1982-11-23,1q1,Osaka,2007-08-25,9041
100m,male,1132,10.01,1.4,Jaysuma Saidy Ndure,NOR,1984-01-01,1,Ad-Dawhah,2008-05-09,8895
100m,male,1132,10.01,0.8,Marc Burns,TTO,1983-01-07,1,Port of Spain,2008-06-21,9297
100m,male,1132,10.01,1.6,Jeffery Demps,USA,1990-01-08,2q1,Eugene,2008-06-28,6746
100m,male,1132,10.01,-0.5,Richard Thompson,TTO,1985-06-07,4,London,2008-07-25,8449
100m,male,1132,10.01,-0.1,Michael Frater,JAM,1982-10-06,4s1,Beijing,2008-08-16,9446
100m,male,1132,10.01,0,Marc Burns,TTO,1983-01-07,7,Beijing,2008-08-16,9353
100m,male,1132,10.01,1.1,Trindon Holliday,USA,1986-04-27,1,Gainesville,2009-05-17,8421
100m,male,1132,10.01,-0.3,Mike Rodgers,USA,1985-04-24,2r1,Belém,2009-05-24,8796
100m,male,1132,10.01,0.9,Jacoby Ford,USA,1987-07-27,1h2,Fayetteville,2009-06-10,7989
100m,male,1132,10.01,0.5,Richard Thompson,TTO,1985-06-07,1,Port of Spain,2009-06-20,8779
100m,male,1132,10.01,0.4,Steve Mullings,JAM,1982-11-29,4,Roma,2009-07-10,9720
100m,male,1132,10.01,0.4,Mike Rodgers,USA,1985-04-24,1q2,Berlin,2009-08-15,8879
100m,male,1132,10.01,0.2,Marc Burns,TTO,1983-01-07,4s1,Berlin,2009-08-16,9718
100m,male,1132,10.01,0,Marc Burns,TTO,1983-01-07,5rA,Zürich,2009-08-28,9730
100m,male,1132,10.01,1.4,Keston Bledman,TTO,1988-03-08,2rB,New York City,2010-06-12,8131
100m,male,1132,10.01,1.7,Richard Thompson,TTO,1985-06-07,1,Port of Spain,2010-06-26,9150
100m,male,1132,10.01,0.3,Mike Rodgers,USA,1985-04-24,2,Shanghai,2011-05-15,9517
100m,male,1132,10.01,2,Dwain Chambers,GBR,1978-04-05,1rA,São Paulo,2011-05-22,12100
100m,male,1132,10.01,1.3,Richard Thompson,TTO,1985-06-07,7,Eugene,2011-06-04,9493
100m,male,1132,10.01,0.4,Michael Frater,JAM,1982-10-06,3,Birmingham,2011-07-10,10504
100m,male,1132,10.01,1,Michael Frater,JAM,1982-10-06,3,Monaco,2011-07-22,10516
100m,male,1132,10.01,-1.6,Nesta Carter,JAM,1985-11-10,2,London,2011-08-05,9399
100m,male,1132,10.01,0.1,Kim Collins,SKN,1976-04-05,2,Berlin,2011-09-11,12942
100m,male,1132,10.01,0.1,Kim Collins,SKN,1976-04-05,2rA,Zagreb,2011-09-13,12944
100m,male,1132,10.01,0.2,Lerone Clarke,JAM,1981-10-02,1,Guadalajara,2011-10-25,10980
100m,male,1132,10.01,0.7,Ryan Bailey,USA,1989-04-13,1,Eagle Rock,2012-05-05,8423
100m,male,1132,10.01,1,Usain Bolt,JAM,1986-08-21,1s2,Kingston,2012-06-29,9444
100m,male,1132,10.01,1.1,Nesta Carter,JAM,1985-11-10,6,Kingston,2012-06-29,9728
100m,male,1132,10.01,0,Nesta Carter,JAM,1985-11-10,1rA,Dubnica nad Váhom,2012-08-26,9786
100m,male,1132,10.01,1.4,Kim Collins,SKN,1976-04-05,4rA,Zürich,2012-08-30,13296
100m,male,1132,10.01,0.9,Yoshihide Kiryu,JPN,1995-12-15,1h3,Hiroshima,2013-04-28,6344
100m,male,1132,10.01,2,Antoine Adams,SKN,1988-08-31,1,Basseterre,2013-06-16,9055
100m,male,1132,10.01,2,Jason Rogers,SKN,1991-08-31,2,Basseterre,2013-06-16,7960
100m,male,1132,10.01,1.1,Rakieem Salaam,USA,1990-04-05,4,Des Moines,2013-06-21,8478
100m,male,1132,10.01,-0.2,Jimmy Vicaut,FRA,1992-02-27,3s1,Moskva,2013-08-11,7836
100m,male,1132,10.01,-0.3,Nesta Carter,JAM,1985-11-10,6,Zürich,2013-08-29,10154
100m,male,1132,10.01,0.1,Justin Gatlin,USA,1982-02-10,3rA,Zagreb,2013-09-03,11528
100m,male,1132,10.01,1.5,Trayvon Bromell,USA,1995-07-10,1rB,Austin,2014-03-29,6837
100m,male,1132,10.01,0,Antoine Adams,SKN,1988-08-31,1,Waterford,2014-06-22,9426
100m,male,1132,10.01,0.6,Tyson Gay,USA,1982-08-09,6,Bruxelles,2014-09-05,11715
100m,male,1132,10.01,0.6,Nesta Carter,JAM,1985-11-10,7,Bruxelles,2014-09-05,10526
100m,male,1132,10.01,1.5,Keston Bledman,TTO,1988-03-08,1rA,Gainesville,2015-04-24,9908
100m,male,1132,10.01,1.8,Andrew Fisher,JAM,1991-12-15,4rA,Kingston,2015-05-09,8546
100m,male,1132,10.01,0.9,Keston Bledman,TTO,1988-03-08,3,Ad-Dawhah,2015-05-15,9929
100m,male,1132,10.01,1.7,Sean McLean,USA,1992-03-23,4h2,Eugene,2015-06-25,8494
100m,male,1132,10.01,0.9,Andrew Fisher,JAM,1991-12-15,5,Kingston,2015-06-26,8594
100m,male,1132,10.01,0.1,Asafa Powell,JAM,1982-11-23,1,Atlanta,2015-08-01,11939
100m,male,1132,10.01,-0.2,Jak Ali Harvey,TUR,1989-04-05,1,Ankara,2015-09-04,9648
100m,male,1132,10.01,-0.7,Asafa Powell,JAM,1982-11-23,1rA,Warszawa,2015-09-13,11982
100m,male,1132,10.01,1.5,Akani Simbine,RSA,1993-09-21,1,Pretoria,2016-03-12,8208
100m,male,1132,10.01,1.1,Wilfried Koffi,CIV,1989-09-24,1rA,Tempe,2016-04-09,9694
100m,male,1132,10.01,0,Cejhae Greene,ANT,1995-10-06,1rA,Athens,2016-04-30,7512
100m,male,1132,10.01,1,Kemar Bailey-Cole,JAM,1992-01-10,1,Kingston,2016-05-07,8884
100m,male,1132,10.01,0.8,Femi Ogunode,QAT,1991-01-31,1,Samorín,2016-06-04,9256
100m,male,1132,10.01,0.2,Asafa Powell,JAM,1982-11-23,1,Atlanta,2016-06-04,12247
100m,male,1132,10.01,1.8,Yoshihide Kiryu,JPN,1995-12-15,1s4,Hiratsuka,2016-06-11,7484
100m,male,1132,10.01,1.8,Aaron Brown,CAN,1992-05-27,2r1,Montverde,2016-06-11,8781
100m,male,1132,10.01,1,Akani Simbine,RSA,1993-09-21,6rA,Kingston,2016-06-11,8299
100m,male,1132,10.01,0.4,Nickel Ashmeade,JAM,1990-04-07,2s2,Kingston,2016-07-01,9582
100m,male,1132,10.01,2,Tyson Gay,USA,1982-08-09,2s2,Eugene,2016-07-03,12382
100m,male,1132,10.01,1.9,Richard Kilty,GBR,1989-09-01,1,Hexham,2016-07-16,9815
100m,male,1132,10.01,1.8,Julian Reus,GER,1988-04-29,1r2,Mannheim,2016-07-29,10318
100m,male,1132,10.01,0.8,Justin Gatlin,USA,1982-02-10,1h2,Rio de Janeiro,2016-08-13,12603
100m,male,1132,10.01,0,Yohan Blake,JAM,1989-12-26,2s3,Rio de Janeiro,2016-08-14,9728
100m,male,1132,10.01,0.2,Trayvon Bromell,USA,1995-07-10,3s2,Rio de Janeiro,2016-08-14,7706
100m,male,1132,10.01,0.2,Chijindu Ujah,GBR,1994-03-05,4s2,Rio de Janeiro,2016-08-14,8198
100m,male,1132,10.01,0.5,Ben Youssef Meité,CIV,1986-11-11,2rA,Lausanne,2016-08-25,10880
100m,male,1132,10.01,-0.1,Churandy Martina,NED,1984-07-03,3,Saint-Denis,2016-08-27,11743
100m,male,1132,10.01,1.5,Asafa Powell,JAM,1982-11-23,1,Zagreb,2016-09-06,12341
100m,male,1132,10.01,0.2,Andre De Grasse,CAN,1994-11-10,1,Oslo,2017-06-15,8253
100m,male,1132,10.01,0.2,Jaylen Bacon,USA,1996-08-05,1h1,Sacramento,2017-06-22,7626
100m,male,1132,10.01,-0.3,Ben Youssef Meité,CIV,1986-11-11,2,Rabat,2017-07-16,11205
100m,male,1132,10.01,-0.1,Christian Coleman,USA,1996-03-06,1h1,London,2017-08-04,7821
100m,male,1132,10.01,-0.8,Akani Simbine,RSA,1993-09-21,5,London,2017-08-05,8719
100m,male,1132,10.01,0,Ronnie Baker,USA,1993-10-15,3,Zürich,2017-08-24,8714
100m,male,1132,10.01,0.8,Zharnel Hughes,GBR,1995-07-13,1r1,Kingston,2018-02-24,8262
100m,male,1132,10.01,1.4,Gavin Smellie,CAN,1986-06-26,1,Windsor,2018-05-19,11650
100m,male,1132,10.01,1.4,Gavin Smellie,CAN,1986-06-26,1,Windsor,2018-05-19,11650
100m,male,1132,10.01,-0.7,Alonso Edward,PAN,1989-12-08,1,Cochabamba,2018-06-06,10407
100m,male,1132,10.01,0.7,Isiah Young,USA,1990-01-05,2s2,Des Moines,2018-06-22,10395
100m,male,1132,10.01,0.2,Akani Simbine,RSA,1993-09-21,3,Madrid,2018-06-22,9040
100m,male,1132,10.01,0.2,Emile Erasmus,RSA,1992-04-03,2h1,La Chaux-de-Fonds,2018-07-01,9585
100m,male,1132,10.01,0.8,Xie Zhenye,CHN,1993-08-17,3hA,London,2018-07-21,9104
100m,male,1132,10.01,0.1,Isiah Young,USA,1990-01-05,7,London,2018-07-21,10424
100m,male,1132,10.01,0.1,Xie Zhenye,CHN,1993-08-17,8,London,2018-07-21,9104
100m,male,1132,10.01,0.6,Zharnel Hughes,GBR,1995-07-13,1s2,Berlin,2018-08-07,8426
100m,male,1132,10.01,0,Jak Ali Harvey,TUR,1989-04-05,3,Berlin,2018-08-07,10716
100m,male,1132,10.01,0.9,Christian Coleman,USA,1996-03-06,1h2,Birmingham,2018-08-18,8200
100m,male,1132,10.01,0,Noah Lyles,USA,1997-07-18,1,Ostrava,2018-09-09,7723
100m,male,1132,10.01,0.6,Yohan Blake,JAM,1989-12-26,1h1,Clermont,2019-05-05,10722
100m,male,1132,10.01,1.7,Yoshihide Kiryu,JPN,1995-12-15,2,Osaka,2019-05-19,8556
100m,male,1132,10.01,1.9,Cravon Gillespie,USA,1996-07-31,1h5,Sacramento,2019-05-23,8331
100m,male,1132,10.01,0.1,Gue Arthur Cissé,CIV,1996-12-29,1,Praha,2019-06-03,8191
100m,male,1132,10.01,1.3,Devin Quinn,USA,1996-06-08,2h2,Austin,2019-06-05,8397
100m,male,1132,10.01,1.3,Joseph Amoah,GHA,1997-01-12,3h2,Austin,2019-06-05,8179
100m,male,1132,10.01,0.9,Yohan Blake,JAM,1989-12-26,2,Kingston,2019-06-08,10756
100m,male,1132,10.01,1.3,Justin Gatlin,USA,1982-02-10,2,Turku,2019-06-11,13635
100m,male,1132,10.01,0.9,Xie Zhenye,CHN,1993-08-17,2,Oslo,2019-06-13,9431
100m,male,1132,10.01,1.1,Waseem Williams,JAM,1997-01-08,1u23,Queretaro,2019-07-05,8213
100m,male,1132,10.01,1.1,Samson Colebrooke,BAH,1997-05-10,2u23,Queretaro,2019-07-05,8091
100m,male,1132,10.01,0.2,Mike Rodgers,USA,1985-04-24,2,Lausanne,2019-07-05,12490
100m,male,1132,10.01,1.1,Mario Burke,BAR,1997-03-18,3u23,Queretaro,2019-07-05,8144
100m,male,1132,10.01,1.8,Emmanuel Matadi,LBR,1991-04-15,2r1,Monteverde,2019-07-06,10309
100m,male,1132,10.01,0.3,Mike Rodgers,USA,1985-04-24,3,Monaco,2019-07-12,12497
100m,male,1132,10.01,-0.3,Akani Simbine,RSA,1993-09-21,1h1,London,2019-07-20,9433
100m,male,1132,10.01,-0.3,Akani Simbine,RSA,1993-09-21,1h1,Ad-Dawhah,2019-09-27,9502
100m,male,1132,10.01,0.8,Akani Simbine,RSA,1993-09-21,1s3,Ad-Dawhah,2019-09-28,9503
100m,male,1286,10.02,2,Charles Greene,USA,1945-03-21,1q4,Ciudad de México,1968-10-13,8607
100m,male,1286,10.02,1,James Sanford,USA,1957-12-27,1,Westwood,1980-05-11,8171
100m,male,1286,10.02,1.8,Robson Caetano da Silva,BRA,1964-09-04,1,La Habana,1986-09-27,8058
100m,male,1286,10.02,0.1,Frank Fredericks,RSA,1967-10-02,1,Provo,1989-05-27,7908
100m,male,1286,10.02,1.3,Linford Christie,GBR,1960-04-02,1s2,Auckland,1990-01-28,10893
100m,male,1286,10.02,0.4,Carl Lewis,USA,1961-07-01,1,New York City,1991-07-20,10976
100m,male,1286,10.02,1.3,Frank Fredericks,NAM,1967-10-02,2s1,Tokyo,1991-08-25,8728
100m,male,1286,10.02,0.5,Frank Fredericks,NAM,1967-10-02,2,Barcelona,1992-08-01,9070
100m,male,1286,10.02,0,Leroy Burrell,USA,1967-02-21,1r2,Zürich,1993-08-04,9661
100m,male,1286,10.02,0.3,Carl Lewis,USA,1961-07-01,3s1,Stuttgart,1993-08-15,11733
100m,male,1286,10.02,0.3,Carl Lewis,USA,1961-07-01,4,Stuttgart,1993-08-15,11733
100m,male,1286,10.02,0.3,Bruny Surin,CAN,1967-07-12,5,Stuttgart,1993-08-15,9531
100m,male,1286,10.02,0.2,Linford Christie,GBR,1960-04-02,1q1,Victoria,1994-08-22,12560
100m,male,1286,10.02,1,Linford Christie,GBR,1960-04-02,3r2,Berlin,1994-08-30,12568
100m,male,1286,10.02,0.8,Linford Christie,GBR,1960-04-02,1,Tokyo,1994-09-15,12584
100m,male,1286,10.02,-0.1,Deji Aliu,NGR,1975-11-22,1,Bauchi,1995-03-18,7056
100m,male,1286,10.02,0.6,Bruny Surin,CAN,1967-07-12,2,Tokyo,1995-09-15,10292
100m,male,1286,10.02,0.3,Jeff Williams,USA,1965-12-31,1h2,Atlanta,1996-06-14,11123
100m,male,1286,10.02,0.6,Tim Harden,USA,1974-01-27,2s1,Atlanta,1996-06-15,8175
100m,male,1286,10.02,1.1,Jon Drummond,USA,1968-09-09,3,Atlanta,1996-06-15,10141
100m,male,1286,10.02,1.2,Frank Fredericks,NAM,1967-10-02,1,Tokyo,1996-09-16,10577
100m,male,1286,10.02,1.7,Michael Green,JAM,1970-11-07,1,Knoxville,1997-04-11,9652
100m,male,1286,10.02,1,Tim Montgomery,USA,1975-01-28,4rA,Lausanne,1997-07-02,8191
100m,male,1286,10.02,0.6,Dennis Mitchell,USA,1966-02-20,3rA,Stockholm,1997-07-07,11460
100m,male,1286,10.02,0.2,Ato Boldon,TTO,1973-12-30,5,Athínai,1997-08-03,8617
100m,male,1286,10.02,0,Donovan Bailey,CAN,1967-12-16,1,Paris,1998-07-29,11183
100m,male,1286,10.02,0.7,Frank Fredericks,NAM,1967-10-02,3,Monaco,1998-08-08,11268
100m,male,1286,10.02,0.1,Frank Fredericks,NAM,1967-10-02,4r3,Athínai,1999-06-16,11580
100m,male,1286,10.02,0.8,Brian Lewis,USA,1974-12-05,1s1,Eugene,1999-06-25,8968
100m,male,1286,10.02,-0.3,Jason Gardener,GBR,1975-09-18,1h2,Lausanne,1999-07-02,8688
100m,male,1286,10.02,-0.3,Ato Boldon,TTO,1973-12-30,2h2,Lausanne,1999-07-02,9315
100m,male,1286,10.02,-0.6,Bruny Surin,CAN,1967-07-12,2r2,London,1999-08-07,11714
100m,male,1286,10.02,-0.7,Obadele Thompson,BAR,1976-03-30,2,Zürich,1999-08-11,8534
100m,male,1286,10.02,0.2,Tim Harden,USA,1974-01-27,5,Sevilla,1999-08-22,9338
100m,male,1286,10.02,0.7,Brian Lewis,USA,1974-12-05,4rA,Roma,2000-06-30,9339
100m,male,1286,10.02,-1,Brian Lewis,USA,1974-12-05,4,Zürich,2000-08-11,9381
100m,male,1286,10.02,1.1,Francis Obikwelu,NGR,1978-11-22,4rA,Lausanne,2001-07-04,8260
100m,male,1286,10.02,2,Nobuharu Asahara,JPN,1972-06-21,3,Oslo,2001-07-13,10614
100m,male,1286,10.02,1.9,John Capel,USA,1978-11-27,1h2,Réthymno,2003-07-06,8987
100m,male,1286,10.02,0.6,Kim Collins,SKN,1976-04-05,1q4,Saint-Denis,2003-08-24,10002
100m,male,1286,10.02,0.8,Asafa Powell,JAM,1982-11-23,1,Bruxelles,2003-09-05,7591
100m,male,1286,10.02,-1.6,Maurice Greene,USA,1974-07-23,1rA,Walnut,2004-04-18,10862
100m,male,1286,10.02,0.4,Francis Obikwelu,POR,1978-11-22,2rA,Lausanne,2004-07-06,9358
100m,male,1286,10.02,0,John Capel,USA,1978-11-27,5,Sacramento,2004-07-11,9358
100m,male,1286,10.02,-0.1,Abdul Aziz Zakari,GHA,1976-09-02,1q4,Athínai,2004-08-21,10215
100m,male,1286,10.02,0.8,Shawn Crawford,USA,1978-01-14,1h4,Athínai,2004-08-21,9716
100m,male,1286,10.02,0.2,Kim Collins,SKN,1976-04-05,4s2,Athínai,2004-08-22,10366
100m,male,1286,10.02,1.8,Abdul Aziz Zakari,GHA,1976-09-02,2rA,Lausanne,2005-07-05,10533
100m,male,1286,10.02,1.9,Mark Jelks,USA,1984-04-10,1r3,Salamanca,2005-07-06,7757
100m,male,1286,10.02,1.9,Darrel Brown,TTO,1984-10-11,1,Nassau,2005-07-09,7576
100m,male,1286,10.02,1.9,Marc Burns,TTO,1983-01-07,2,Nassau,2005-07-09,8219
100m,male,1286,10.02,-0.3,Asafa Powell,JAM,1982-11-23,1h1,London,2005-07-22,8277
100m,male,1286,10.02,0.1,Abdul Aziz Zakari,GHA,1976-09-02,1,Oslo,2005-07-29,10557
100m,male,1286,10.02,-0.9,Shawn Crawford,USA,1978-01-14,2,Oslo,2006-06-02,10366
100m,male,1286,10.02,0,Shawn Crawford,USA,1978-01-14,1rB,Roma,2006-07-14,10408
100m,male,1286,10.02,1.7,Marc Burns,TTO,1983-01-07,1,Port of Spain,2006-08-05,8611
100m,male,1286,10.02,0,Marcus Brunson,USA,1978-04-24,2,Rieti,2006-08-27,10352
100m,male,1286,10.02,0,Asafa Powell,JAM,1982-11-23,1,Warszawa,2006-08-30,8681
100m,male,1286,10.02,0.9,Francis Obikwelu,POR,1978-11-22,4,Stuttgart,2006-09-09,10153
100m,male,1286,10.02,1.3,Darrel Brown,TTO,1984-10-11,1rA,Kingston,2007-05-05,8241
100m,male,1286,10.02,1.8,Trindon Holliday,USA,1986-04-27,1s1,Sacramento,2007-06-06,7710
100m,male,1286,10.02,0.5,Derrick Atkins,BAH,1984-01-05,2,Roma,2007-07-13,8590
100m,male,1286,10.02,1.8,Clement Campbell,JAM,1975-02-19,2h2,Zaragoza,2007-07-28,11847
100m,male,1286,10.02,-0.8,Tyson Gay,USA,1982-08-09,1,London,2007-08-03,9125
100m,male,1286,10.02,0.8,Derrick Atkins,BAH,1984-01-05,2q1,Osaka,2007-08-25,8633
